,Reference Area,Time Period,Sex,Age group,Units of measurement,Observation Value,Year_x,Value,Notes,Continent,Sub Group,Year_y,Population
5980,Estonia,2010,Female,Not applicable,Percent,2.81732,2011,99.8,,Europe,Rural Female,2000.0,230505.0
5981,Estonia,2010,Female,Not applicable,Percent,2.81732,2011,99.8,,Europe,Rural Female,2000.0,217221.0
5982,Estonia,2010,Female,Not applicable,Percent,2.81732,2011,99.8,,Europe,Rural Male,2000.0,216336.0
5983,Estonia,2010,Female,Not applicable,Percent,2.81732,2011,99.8,,Europe,Rural Male,2000.0,204986.0
5984,Estonia,2010,Female,Not applicable,Percent,2.81732,2010,99.8,,Europe,Rural Female,2000.0,230505.0
5985,Estonia,2010,Female,Not applicable,Percent,2.81732,2010,99.8,,Europe,Rural Female,2000.0,217221.0
5986,Estonia,2010,Female,Not applicable,Percent,2.81732,2010,99.8,,Europe,Rural Male,2000.0,216336.0
5987,Estonia,2010,Female,Not applicable,Percent,2.81732,2010,99.8,,Europe,Rural Male,2000.0,204986.0
5988,Estonia,2010,Female,Not applicable,Percent,2.81732,2000,99.8,,Europe,Rural Female,2000.0,230505.0
5989,Estonia,2010,Female,Not applicable,Percent,2.81732,2000,99.8,,Europe,Rural Female,2000.0,217221.0
5990,Estonia,2010,Female,Not applicable,Percent,2.81732,2000,99.8,,Europe,Rural Male,2000.0,216336.0
5991,Estonia,2010,Female,Not applicable,Percent,2.81732,2000,99.8,,Europe,Rural Male,2000.0,204986.0
5992,Estonia,2010,Male,Not applicable,Percent,2.95628,2011,99.8,,Europe,Rural Female,2000.0,230505.0
5993,Estonia,2010,Male,Not applicable,Percent,2.95628,2011,99.8,,Europe,Rural Female,2000.0,217221.0
5994,Estonia,2010,Male,Not applicable,Percent,2.95628,2011,99.8,,Europe,Rural Male,2000.0,216336.0
5995,Estonia,2010,Male,Not applicable,Percent,2.95628,2011,99.8,,Europe,Rural Male,2000.0,204986.0
5996,Estonia,2010,Male,Not applicable,Percent,2.95628,2010,99.8,,Europe,Rural Female,2000.0,230505.0
5997,Estonia,2010,Male,Not applicable,Percent,2.95628,2010,99.8,,Europe,Rural Female,2000.0,217221.0
5998,Estonia,2010,Male,Not applicable,Percent,2.95628,2010,99.8,,Europe,Rural Male,2000.0,216336.0
5999,Estonia,2010,Male,Not applicable,Percent,2.95628,2010,99.8,,Europe,Rural Male,2000.0,204986.0
6000,Estonia,2010,Male,Not applicable,Percent,2.95628,2000,99.8,,Europe,Rural Female,2000.0,230505.0
6001,Estonia,2010,Male,Not applicable,Percent,2.95628,2000,99.8,,Europe,Rural Female,2000.0,217221.0
6002,Estonia,2010,Male,Not applicable,Percent,2.95628,2000,99.8,,Europe,Rural Male,2000.0,216336.0
6003,Estonia,2010,Male,Not applicable,Percent,2.95628,2000,99.8,,Europe,Rural Male,2000.0,204986.0
6004,Estonia,2010,All genders,Not applicable,Percent,2.88567,2011,99.8,,Europe,Rural Female,2000.0,230505.0
6005,Estonia,2010,All genders,Not applicable,Percent,2.88567,2011,99.8,,Europe,Rural Female,2000.0,217221.0
6006,Estonia,2010,All genders,Not applicable,Percent,2.88567,2011,99.8,,Europe,Rural Male,2000.0,216336.0
6007,Estonia,2010,All genders,Not applicable,Percent,2.88567,2011,99.8,,Europe,Rural Male,2000.0,204986.0
6008,Estonia,2010,All genders,Not applicable,Percent,2.88567,2010,99.8,,Europe,Rural Female,2000.0,230505.0
6009,Estonia,2010,All genders,Not applicable,Percent,2.88567,2010,99.8,,Europe,Rural Female,2000.0,217221.0
6010,Estonia,2010,All genders,Not applicable,Percent,2.88567,2010,99.8,,Europe,Rural Male,2000.0,216336.0
6011,Estonia,2010,All genders,Not applicable,Percent,2.88567,2010,99.8,,Europe,Rural Male,2000.0,204986.0
6012,Estonia,2010,All genders,Not applicable,Percent,2.88567,2000,99.8,,Europe,Rural Female,2000.0,230505.0
6013,Estonia,2010,All genders,Not applicable,Percent,2.88567,2000,99.8,,Europe,Rural Female,2000.0,217221.0
6014,Estonia,2010,All genders,Not applicable,Percent,2.88567,2000,99.8,,Europe,Rural Male,2000.0,216336.0
6015,Estonia,2010,All genders,Not applicable,Percent,2.88567,2000,99.8,,Europe,Rural Male,2000.0,204986.0
6016,Estonia,2009,All genders,Not applicable,Percent,2.49878,2011,99.8,,Europe,Rural Female,2000.0,230505.0
6017,Estonia,2009,All genders,Not applicable,Percent,2.49878,2011,99.8,,Europe,Rural Female,2000.0,217221.0
6018,Estonia,2009,All genders,Not applicable,Percent,2.49878,2011,99.8,,Europe,Rural Male,2000.0,216336.0
6019,Estonia,2009,All genders,Not applicable,Percent,2.49878,2011,99.8,,Europe,Rural Male,2000.0,204986.0
6020,Estonia,2009,All genders,Not applicable,Percent,2.49878,2010,99.8,,Europe,Rural Female,2000.0,230505.0
6021,Estonia,2009,All genders,Not applicable,Percent,2.49878,2010,99.8,,Europe,Rural Female,2000.0,217221.0
6022,Estonia,2009,All genders,Not applicable,Percent,2.49878,2010,99.8,,Europe,Rural Male,2000.0,216336.0
6023,Estonia,2009,All genders,Not applicable,Percent,2.49878,2010,99.8,,Europe,Rural Male,2000.0,204986.0
6024,Estonia,2009,All genders,Not applicable,Percent,2.49878,2000,99.8,,Europe,Rural Female,2000.0,230505.0
6025,Estonia,2009,All genders,Not applicable,Percent,2.49878,2000,99.8,,Europe,Rural Female,2000.0,217221.0
6026,Estonia,2009,All genders,Not applicable,Percent,2.49878,2000,99.8,,Europe,Rural Male,2000.0,216336.0
6027,Estonia,2009,All genders,Not applicable,Percent,2.49878,2000,99.8,,Europe,Rural Male,2000.0,204986.0
6028,Estonia,2009,Male,Not applicable,Percent,2.62372,2011,99.8,,Europe,Rural Female,2000.0,230505.0
6029,Estonia,2009,Male,Not applicable,Percent,2.62372,2011,99.8,,Europe,Rural Female,2000.0,217221.0
6030,Estonia,2009,Male,Not applicable,Percent,2.62372,2011,99.8,,Europe,Rural Male,2000.0,216336.0
6031,Estonia,2009,Male,Not applicable,Percent,2.62372,2011,99.8,,Europe,Rural Male,2000.0,204986.0
6032,Estonia,2009,Male,Not applicable,Percent,2.62372,2010,99.8,,Europe,Rural Female,2000.0,230505.0
6033,Estonia,2009,Male,Not applicable,Percent,2.62372,2010,99.8,,Europe,Rural Female,2000.0,217221.0
6034,Estonia,2009,Male,Not applicable,Percent,2.62372,2010,99.8,,Europe,Rural Male,2000.0,216336.0
6035,Estonia,2009,Male,Not applicable,Percent,2.62372,2010,99.8,,Europe,Rural Male,2000.0,204986.0
6036,Estonia,2009,Male,Not applicable,Percent,2.62372,2000,99.8,,Europe,Rural Female,2000.0,230505.0
6037,Estonia,2009,Male,Not applicable,Percent,2.62372,2000,99.8,,Europe,Rural Female,2000.0,217221.0
6038,Estonia,2009,Male,Not applicable,Percent,2.62372,2000,99.8,,Europe,Rural Male,2000.0,216336.0
6039,Estonia,2009,Male,Not applicable,Percent,2.62372,2000,99.8,,Europe,Rural Male,2000.0,204986.0
6040,Estonia,2009,Female,Not applicable,Percent,2.36728,2011,99.8,,Europe,Rural Female,2000.0,230505.0
6041,Estonia,2009,Female,Not applicable,Percent,2.36728,2011,99.8,,Europe,Rural Female,2000.0,217221.0
6042,Estonia,2009,Female,Not applicable,Percent,2.36728,2011,99.8,,Europe,Rural Male,2000.0,216336.0
6043,Estonia,2009,Female,Not applicable,Percent,2.36728,2011,99.8,,Europe,Rural Male,2000.0,204986.0
6044,Estonia,2009,Female,Not applicable,Percent,2.36728,2010,99.8,,Europe,Rural Female,2000.0,230505.0
6045,Estonia,2009,Female,Not applicable,Percent,2.36728,2010,99.8,,Europe,Rural Female,2000.0,217221.0
6046,Estonia,2009,Female,Not applicable,Percent,2.36728,2010,99.8,,Europe,Rural Male,2000.0,216336.0
6047,Estonia,2009,Female,Not applicable,Percent,2.36728,2010,99.8,,Europe,Rural Male,2000.0,204986.0
6048,Estonia,2009,Female,Not applicable,Percent,2.36728,2000,99.8,,Europe,Rural Female,2000.0,230505.0
6049,Estonia,2009,Female,Not applicable,Percent,2.36728,2000,99.8,,Europe,Rural Female,2000.0,217221.0
6050,Estonia,2009,Female,Not applicable,Percent,2.36728,2000,99.8,,Europe,Rural Male,2000.0,216336.0
6051,Estonia,2009,Female,Not applicable,Percent,2.36728,2000,99.8,,Europe,Rural Male,2000.0,204986.0
6052,Estonia,2008,Female,Not applicable,Percent,1.3982,2011,99.8,,Europe,Rural Female,2000.0,230505.0
6053,Estonia,2008,Female,Not applicable,Percent,1.3982,2011,99.8,,Europe,Rural Female,2000.0,217221.0
6054,Estonia,2008,Female,Not applicable,Percent,1.3982,2011,99.8,,Europe,Rural Male,2000.0,216336.0
6055,Estonia,2008,Female,Not applicable,Percent,1.3982,2011,99.8,,Europe,Rural Male,2000.0,204986.0
6056,Estonia,2008,Female,Not applicable,Percent,1.3982,2010,99.8,,Europe,Rural Female,2000.0,230505.0
6057,Estonia,2008,Female,Not applicable,Percent,1.3982,2010,99.8,,Europe,Rural Female,2000.0,217221.0
6058,Estonia,2008,Female,Not applicable,Percent,1.3982,2010,99.8,,Europe,Rural Male,2000.0,216336.0
6059,Estonia,2008,Female,Not applicable,Percent,1.3982,2010,99.8,,Europe,Rural Male,2000.0,204986.0
6060,Estonia,2008,Female,Not applicable,Percent,1.3982,2000,99.8,,Europe,Rural Female,2000.0,230505.0
6061,Estonia,2008,Female,Not applicable,Percent,1.3982,2000,99.8,,Europe,Rural Female,2000.0,217221.0
6062,Estonia,2008,Female,Not applicable,Percent,1.3982,2000,99.8,,Europe,Rural Male,2000.0,216336.0
6063,Estonia,2008,Female,Not applicable,Percent,1.3982,2000,99.8,,Europe,Rural Male,2000.0,204986.0
6064,Estonia,2008,Male,Not applicable,Percent,1.83158,2011,99.8,,Europe,Rural Female,2000.0,230505.0
6065,Estonia,2008,Male,Not applicable,Percent,1.83158,2011,99.8,,Europe,Rural Female,2000.0,217221.0
6066,Estonia,2008,Male,Not applicable,Percent,1.83158,2011,99.8,,Europe,Rural Male,2000.0,216336.0
6067,Estonia,2008,Male,Not applicable,Percent,1.83158,2011,99.8,,Europe,Rural Male,2000.0,204986.0
6068,Estonia,2008,Male,Not applicable,Percent,1.83158,2010,99.8,,Europe,Rural Female,2000.0,230505.0
6069,Estonia,2008,Male,Not applicable,Percent,1.83158,2010,99.8,,Europe,Rural Female,2000.0,217221.0
6070,Estonia,2008,Male,Not applicable,Percent,1.83158,2010,99.8,,Europe,Rural Male,2000.0,216336.0
6071,Estonia,2008,Male,Not applicable,Percent,1.83158,2010,99.8,,Europe,Rural Male,2000.0,204986.0
6072,Estonia,2008,Male,Not applicable,Percent,1.83158,2000,99.8,,Europe,Rural Female,2000.0,230505.0
6073,Estonia,2008,Male,Not applicable,Percent,1.83158,2000,99.8,,Europe,Rural Female,2000.0,217221.0
6074,Estonia,2008,Male,Not applicable,Percent,1.83158,2000,99.8,,Europe,Rural Male,2000.0,216336.0
6075,Estonia,2008,Male,Not applicable,Percent,1.83158,2000,99.8,,Europe,Rural Male,2000.0,204986.0
6076,Estonia,2008,All genders,Not applicable,Percent,1.62135,2011,99.8,,Europe,Rural Female,2000.0,230505.0
6077,Estonia,2008,All genders,Not applicable,Percent,1.62135,2011,99.8,,Europe,Rural Female,2000.0,217221.0
6078,Estonia,2008,All genders,Not applicable,Percent,1.62135,2011,99.8,,Europe,Rural Male,2000.0,216336.0
6079,Estonia,2008,All genders,Not applicable,Percent,1.62135,2011,99.8,,Europe,Rural Male,2000.0,204986.0
6080,Estonia,2008,All genders,Not applicable,Percent,1.62135,2010,99.8,,Europe,Rural Female,2000.0,230505.0
6081,Estonia,2008,All genders,Not applicable,Percent,1.62135,2010,99.8,,Europe,Rural Female,2000.0,217221.0
6082,Estonia,2008,All genders,Not applicable,Percent,1.62135,2010,99.8,,Europe,Rural Male,2000.0,216336.0
6083,Estonia,2008,All genders,Not applicable,Percent,1.62135,2010,99.8,,Europe,Rural Male,2000.0,204986.0
6084,Estonia,2008,All genders,Not applicable,Percent,1.62135,2000,99.8,,Europe,Rural Female,2000.0,230505.0
6085,Estonia,2008,All genders,Not applicable,Percent,1.62135,2000,99.8,,Europe,Rural Female,2000.0,217221.0
6086,Estonia,2008,All genders,Not applicable,Percent,1.62135,2000,99.8,,Europe,Rural Male,2000.0,216336.0
6087,Estonia,2008,All genders,Not applicable,Percent,1.62135,2000,99.8,,Europe,Rural Male,2000.0,204986.0
6088,Estonia,2007,All genders,Not applicable,Percent,1.94242,2011,99.8,,Europe,Rural Female,2000.0,230505.0
6089,Estonia,2007,All genders,Not applicable,Percent,1.94242,2011,99.8,,Europe,Rural Female,2000.0,217221.0
6090,Estonia,2007,All genders,Not applicable,Percent,1.94242,2011,99.8,,Europe,Rural Male,2000.0,216336.0
6091,Estonia,2007,All genders,Not applicable,Percent,1.94242,2011,99.8,,Europe,Rural Male,2000.0,204986.0
6092,Estonia,2007,All genders,Not applicable,Percent,1.94242,2010,99.8,,Europe,Rural Female,2000.0,230505.0
6093,Estonia,2007,All genders,Not applicable,Percent,1.94242,2010,99.8,,Europe,Rural Female,2000.0,217221.0
6094,Estonia,2007,All genders,Not applicable,Percent,1.94242,2010,99.8,,Europe,Rural Male,2000.0,216336.0
6095,Estonia,2007,All genders,Not applicable,Percent,1.94242,2010,99.8,,Europe,Rural Male,2000.0,204986.0
6096,Estonia,2007,All genders,Not applicable,Percent,1.94242,2000,99.8,,Europe,Rural Female,2000.0,230505.0
6097,Estonia,2007,All genders,Not applicable,Percent,1.94242,2000,99.8,,Europe,Rural Female,2000.0,217221.0
6098,Estonia,2007,All genders,Not applicable,Percent,1.94242,2000,99.8,,Europe,Rural Male,2000.0,216336.0
6099,Estonia,2007,All genders,Not applicable,Percent,1.94242,2000,99.8,,Europe,Rural Male,2000.0,204986.0
6100,Estonia,2007,Male,Not applicable,Percent,1.44062,2011,99.8,,Europe,Rural Female,2000.0,230505.0
6101,Estonia,2007,Male,Not applicable,Percent,1.44062,2011,99.8,,Europe,Rural Female,2000.0,217221.0
6102,Estonia,2007,Male,Not applicable,Percent,1.44062,2011,99.8,,Europe,Rural Male,2000.0,216336.0
6103,Estonia,2007,Male,Not applicable,Percent,1.44062,2011,99.8,,Europe,Rural Male,2000.0,204986.0
6104,Estonia,2007,Male,Not applicable,Percent,1.44062,2010,99.8,,Europe,Rural Female,2000.0,230505.0
6105,Estonia,2007,Male,Not applicable,Percent,1.44062,2010,99.8,,Europe,Rural Female,2000.0,217221.0
6106,Estonia,2007,Male,Not applicable,Percent,1.44062,2010,99.8,,Europe,Rural Male,2000.0,216336.0
6107,Estonia,2007,Male,Not applicable,Percent,1.44062,2010,99.8,,Europe,Rural Male,2000.0,204986.0
6108,Estonia,2007,Male,Not applicable,Percent,1.44062,2000,99.8,,Europe,Rural Female,2000.0,230505.0
6109,Estonia,2007,Male,Not applicable,Percent,1.44062,2000,99.8,,Europe,Rural Female,2000.0,217221.0
6110,Estonia,2007,Male,Not applicable,Percent,1.44062,2000,99.8,,Europe,Rural Male,2000.0,216336.0
6111,Estonia,2007,Male,Not applicable,Percent,1.44062,2000,99.8,,Europe,Rural Male,2000.0,204986.0
6112,Estonia,2007,Female,Not applicable,Percent,2.4750400000000004,2011,99.8,,Europe,Rural Female,2000.0,230505.0
6113,Estonia,2007,Female,Not applicable,Percent,2.4750400000000004,2011,99.8,,Europe,Rural Female,2000.0,217221.0
6114,Estonia,2007,Female,Not applicable,Percent,2.4750400000000004,2011,99.8,,Europe,Rural Male,2000.0,216336.0
6115,Estonia,2007,Female,Not applicable,Percent,2.4750400000000004,2011,99.8,,Europe,Rural Male,2000.0,204986.0
6116,Estonia,2007,Female,Not applicable,Percent,2.4750400000000004,2010,99.8,,Europe,Rural Female,2000.0,230505.0
6117,Estonia,2007,Female,Not applicable,Percent,2.4750400000000004,2010,99.8,,Europe,Rural Female,2000.0,217221.0
6118,Estonia,2007,Female,Not applicable,Percent,2.4750400000000004,2010,99.8,,Europe,Rural Male,2000.0,216336.0
6119,Estonia,2007,Female,Not applicable,Percent,2.4750400000000004,2010,99.8,,Europe,Rural Male,2000.0,204986.0
6120,Estonia,2007,Female,Not applicable,Percent,2.4750400000000004,2000,99.8,,Europe,Rural Female,2000.0,230505.0
6121,Estonia,2007,Female,Not applicable,Percent,2.4750400000000004,2000,99.8,,Europe,Rural Female,2000.0,217221.0
6122,Estonia,2007,Female,Not applicable,Percent,2.4750400000000004,2000,99.8,,Europe,Rural Male,2000.0,216336.0
6123,Estonia,2007,Female,Not applicable,Percent,2.4750400000000004,2000,99.8,,Europe,Rural Male,2000.0,204986.0
6124,Estonia,2006,Female,Not applicable,Percent,3.26811,2011,99.8,,Europe,Rural Female,2000.0,230505.0
6125,Estonia,2006,Female,Not applicable,Percent,3.26811,2011,99.8,,Europe,Rural Female,2000.0,217221.0
6126,Estonia,2006,Female,Not applicable,Percent,3.26811,2011,99.8,,Europe,Rural Male,2000.0,216336.0
6127,Estonia,2006,Female,Not applicable,Percent,3.26811,2011,99.8,,Europe,Rural Male,2000.0,204986.0
6128,Estonia,2006,Female,Not applicable,Percent,3.26811,2010,99.8,,Europe,Rural Female,2000.0,230505.0
6129,Estonia,2006,Female,Not applicable,Percent,3.26811,2010,99.8,,Europe,Rural Female,2000.0,217221.0
6130,Estonia,2006,Female,Not applicable,Percent,3.26811,2010,99.8,,Europe,Rural Male,2000.0,216336.0
6131,Estonia,2006,Female,Not applicable,Percent,3.26811,2010,99.8,,Europe,Rural Male,2000.0,204986.0
6132,Estonia,2006,Female,Not applicable,Percent,3.26811,2000,99.8,,Europe,Rural Female,2000.0,230505.0
6133,Estonia,2006,Female,Not applicable,Percent,3.26811,2000,99.8,,Europe,Rural Female,2000.0,217221.0
6134,Estonia,2006,Female,Not applicable,Percent,3.26811,2000,99.8,,Europe,Rural Male,2000.0,216336.0
6135,Estonia,2006,Female,Not applicable,Percent,3.26811,2000,99.8,,Europe,Rural Male,2000.0,204986.0
6136,Estonia,2006,Male,Not applicable,Percent,1.63953,2011,99.8,,Europe,Rural Female,2000.0,230505.0
6137,Estonia,2006,Male,Not applicable,Percent,1.63953,2011,99.8,,Europe,Rural Female,2000.0,217221.0
6138,Estonia,2006,Male,Not applicable,Percent,1.63953,2011,99.8,,Europe,Rural Male,2000.0,216336.0
6139,Estonia,2006,Male,Not applicable,Percent,1.63953,2011,99.8,,Europe,Rural Male,2000.0,204986.0
6140,Estonia,2006,Male,Not applicable,Percent,1.63953,2010,99.8,,Europe,Rural Female,2000.0,230505.0
6141,Estonia,2006,Male,Not applicable,Percent,1.63953,2010,99.8,,Europe,Rural Female,2000.0,217221.0
6142,Estonia,2006,Male,Not applicable,Percent,1.63953,2010,99.8,,Europe,Rural Male,2000.0,216336.0
6143,Estonia,2006,Male,Not applicable,Percent,1.63953,2010,99.8,,Europe,Rural Male,2000.0,204986.0
6144,Estonia,2006,Male,Not applicable,Percent,1.63953,2000,99.8,,Europe,Rural Female,2000.0,230505.0
6145,Estonia,2006,Male,Not applicable,Percent,1.63953,2000,99.8,,Europe,Rural Female,2000.0,217221.0
6146,Estonia,2006,Male,Not applicable,Percent,1.63953,2000,99.8,,Europe,Rural Male,2000.0,216336.0
6147,Estonia,2006,Male,Not applicable,Percent,1.63953,2000,99.8,,Europe,Rural Male,2000.0,204986.0
6148,Estonia,2006,All genders,Not applicable,Percent,2.43086,2011,99.8,,Europe,Rural Female,2000.0,230505.0
6149,Estonia,2006,All genders,Not applicable,Percent,2.43086,2011,99.8,,Europe,Rural Female,2000.0,217221.0
6150,Estonia,2006,All genders,Not applicable,Percent,2.43086,2011,99.8,,Europe,Rural Male,2000.0,216336.0
6151,Estonia,2006,All genders,Not applicable,Percent,2.43086,2011,99.8,,Europe,Rural Male,2000.0,204986.0
6152,Estonia,2006,All genders,Not applicable,Percent,2.43086,2010,99.8,,Europe,Rural Female,2000.0,230505.0
6153,Estonia,2006,All genders,Not applicable,Percent,2.43086,2010,99.8,,Europe,Rural Female,2000.0,217221.0
6154,Estonia,2006,All genders,Not applicable,Percent,2.43086,2010,99.8,,Europe,Rural Male,2000.0,216336.0
6155,Estonia,2006,All genders,Not applicable,Percent,2.43086,2010,99.8,,Europe,Rural Male,2000.0,204986.0
6156,Estonia,2006,All genders,Not applicable,Percent,2.43086,2000,99.8,,Europe,Rural Female,2000.0,230505.0
6157,Estonia,2006,All genders,Not applicable,Percent,2.43086,2000,99.8,,Europe,Rural Female,2000.0,217221.0
6158,Estonia,2006,All genders,Not applicable,Percent,2.43086,2000,99.8,,Europe,Rural Male,2000.0,216336.0
6159,Estonia,2006,All genders,Not applicable,Percent,2.43086,2000,99.8,,Europe,Rural Male,2000.0,204986.0
6160,Estonia,2005,All genders,Not applicable,Percent,3.76314,2011,99.8,,Europe,Rural Female,2000.0,230505.0
6161,Estonia,2005,All genders,Not applicable,Percent,3.76314,2011,99.8,,Europe,Rural Female,2000.0,217221.0
6162,Estonia,2005,All genders,Not applicable,Percent,3.76314,2011,99.8,,Europe,Rural Male,2000.0,216336.0
6163,Estonia,2005,All genders,Not applicable,Percent,3.76314,2011,99.8,,Europe,Rural Male,2000.0,204986.0
6164,Estonia,2005,All genders,Not applicable,Percent,3.76314,2010,99.8,,Europe,Rural Female,2000.0,230505.0
6165,Estonia,2005,All genders,Not applicable,Percent,3.76314,2010,99.8,,Europe,Rural Female,2000.0,217221.0
6166,Estonia,2005,All genders,Not applicable,Percent,3.76314,2010,99.8,,Europe,Rural Male,2000.0,216336.0
6167,Estonia,2005,All genders,Not applicable,Percent,3.76314,2010,99.8,,Europe,Rural Male,2000.0,204986.0
6168,Estonia,2005,All genders,Not applicable,Percent,3.76314,2000,99.8,,Europe,Rural Female,2000.0,230505.0
6169,Estonia,2005,All genders,Not applicable,Percent,3.76314,2000,99.8,,Europe,Rural Female,2000.0,217221.0
6170,Estonia,2005,All genders,Not applicable,Percent,3.76314,2000,99.8,,Europe,Rural Male,2000.0,216336.0
6171,Estonia,2005,All genders,Not applicable,Percent,3.76314,2000,99.8,,Europe,Rural Male,2000.0,204986.0
6172,Estonia,2005,Male,Not applicable,Percent,4.3899,2011,99.8,,Europe,Rural Female,2000.0,230505.0
6173,Estonia,2005,Male,Not applicable,Percent,4.3899,2011,99.8,,Europe,Rural Female,2000.0,217221.0
6174,Estonia,2005,Male,Not applicable,Percent,4.3899,2011,99.8,,Europe,Rural Male,2000.0,216336.0
6175,Estonia,2005,Male,Not applicable,Percent,4.3899,2011,99.8,,Europe,Rural Male,2000.0,204986.0
6176,Estonia,2005,Male,Not applicable,Percent,4.3899,2010,99.8,,Europe,Rural Female,2000.0,230505.0
6177,Estonia,2005,Male,Not applicable,Percent,4.3899,2010,99.8,,Europe,Rural Female,2000.0,217221.0
6178,Estonia,2005,Male,Not applicable,Percent,4.3899,2010,99.8,,Europe,Rural Male,2000.0,216336.0
6179,Estonia,2005,Male,Not applicable,Percent,4.3899,2010,99.8,,Europe,Rural Male,2000.0,204986.0
6180,Estonia,2005,Male,Not applicable,Percent,4.3899,2000,99.8,,Europe,Rural Female,2000.0,230505.0
6181,Estonia,2005,Male,Not applicable,Percent,4.3899,2000,99.8,,Europe,Rural Female,2000.0,217221.0
6182,Estonia,2005,Male,Not applicable,Percent,4.3899,2000,99.8,,Europe,Rural Male,2000.0,216336.0
6183,Estonia,2005,Male,Not applicable,Percent,4.3899,2000,99.8,,Europe,Rural Male,2000.0,204986.0
6184,Estonia,2005,Female,Not applicable,Percent,3.0613799999999998,2011,99.8,,Europe,Rural Female,2000.0,230505.0
6185,Estonia,2005,Female,Not applicable,Percent,3.0613799999999998,2011,99.8,,Europe,Rural Female,2000.0,217221.0
6186,Estonia,2005,Female,Not applicable,Percent,3.0613799999999998,2011,99.8,,Europe,Rural Male,2000.0,216336.0
6187,Estonia,2005,Female,Not applicable,Percent,3.0613799999999998,2011,99.8,,Europe,Rural Male,2000.0,204986.0
6188,Estonia,2005,Female,Not applicable,Percent,3.0613799999999998,2010,99.8,,Europe,Rural Female,2000.0,230505.0
6189,Estonia,2005,Female,Not applicable,Percent,3.0613799999999998,2010,99.8,,Europe,Rural Female,2000.0,217221.0
6190,Estonia,2005,Female,Not applicable,Percent,3.0613799999999998,2010,99.8,,Europe,Rural Male,2000.0,216336.0
6191,Estonia,2005,Female,Not applicable,Percent,3.0613799999999998,2010,99.8,,Europe,Rural Male,2000.0,204986.0
6192,Estonia,2005,Female,Not applicable,Percent,3.0613799999999998,2000,99.8,,Europe,Rural Female,2000.0,230505.0
6193,Estonia,2005,Female,Not applicable,Percent,3.0613799999999998,2000,99.8,,Europe,Rural Female,2000.0,217221.0
6194,Estonia,2005,Female,Not applicable,Percent,3.0613799999999998,2000,99.8,,Europe,Rural Male,2000.0,216336.0
6195,Estonia,2005,Female,Not applicable,Percent,3.0613799999999998,2000,99.8,,Europe,Rural Male,2000.0,204986.0
6196,Estonia,2004,Female,Not applicable,Percent,1.2466899999999999,2011,99.8,,Europe,Rural Female,2000.0,230505.0
6197,Estonia,2004,Female,Not applicable,Percent,1.2466899999999999,2011,99.8,,Europe,Rural Female,2000.0,217221.0
6198,Estonia,2004,Female,Not applicable,Percent,1.2466899999999999,2011,99.8,,Europe,Rural Male,2000.0,216336.0
6199,Estonia,2004,Female,Not applicable,Percent,1.2466899999999999,2011,99.8,,Europe,Rural Male,2000.0,204986.0
6200,Estonia,2004,Female,Not applicable,Percent,1.2466899999999999,2010,99.8,,Europe,Rural Female,2000.0,230505.0
6201,Estonia,2004,Female,Not applicable,Percent,1.2466899999999999,2010,99.8,,Europe,Rural Female,2000.0,217221.0
6202,Estonia,2004,Female,Not applicable,Percent,1.2466899999999999,2010,99.8,,Europe,Rural Male,2000.0,216336.0
6203,Estonia,2004,Female,Not applicable,Percent,1.2466899999999999,2010,99.8,,Europe,Rural Male,2000.0,204986.0
6204,Estonia,2004,Female,Not applicable,Percent,1.2466899999999999,2000,99.8,,Europe,Rural Female,2000.0,230505.0
6205,Estonia,2004,Female,Not applicable,Percent,1.2466899999999999,2000,99.8,,Europe,Rural Female,2000.0,217221.0
6206,Estonia,2004,Female,Not applicable,Percent,1.2466899999999999,2000,99.8,,Europe,Rural Male,2000.0,216336.0
6207,Estonia,2004,Female,Not applicable,Percent,1.2466899999999999,2000,99.8,,Europe,Rural Male,2000.0,204986.0
6208,Estonia,2004,Male,Not applicable,Percent,1.55597,2011,99.8,,Europe,Rural Female,2000.0,230505.0
6209,Estonia,2004,Male,Not applicable,Percent,1.55597,2011,99.8,,Europe,Rural Female,2000.0,217221.0
6210,Estonia,2004,Male,Not applicable,Percent,1.55597,2011,99.8,,Europe,Rural Male,2000.0,216336.0
6211,Estonia,2004,Male,Not applicable,Percent,1.55597,2011,99.8,,Europe,Rural Male,2000.0,204986.0
6212,Estonia,2004,Male,Not applicable,Percent,1.55597,2010,99.8,,Europe,Rural Female,2000.0,230505.0
6213,Estonia,2004,Male,Not applicable,Percent,1.55597,2010,99.8,,Europe,Rural Female,2000.0,217221.0
6214,Estonia,2004,Male,Not applicable,Percent,1.55597,2010,99.8,,Europe,Rural Male,2000.0,216336.0
6215,Estonia,2004,Male,Not applicable,Percent,1.55597,2010,99.8,,Europe,Rural Male,2000.0,204986.0
6216,Estonia,2004,Male,Not applicable,Percent,1.55597,2000,99.8,,Europe,Rural Female,2000.0,230505.0
6217,Estonia,2004,Male,Not applicable,Percent,1.55597,2000,99.8,,Europe,Rural Female,2000.0,217221.0
6218,Estonia,2004,Male,Not applicable,Percent,1.55597,2000,99.8,,Europe,Rural Male,2000.0,216336.0
6219,Estonia,2004,Male,Not applicable,Percent,1.55597,2000,99.8,,Europe,Rural Male,2000.0,204986.0
